address,location/lat,location/lng,phone,reviewsCount,title,totalScore,url,website,category
"Vyšehradská 1902/39, 128 00 Nové Město, Czechia",50.070536100000005,14.4187017,+420 773 338 878,241.0,U Trajců Restaurant,4.4,"https://www.google.com/maps/place/U+Trajc%C5%AF+Restaurant/@50.0705361,14.416513,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94609fc91f89:0xa36e0043debc7729!8m2!3d50.0705361!4d14.4187017?hl=en",restauraceutrajcu.cz,Restaurant
"Rybničná 18, 162 00 Praha 6, Czechia",50.0891008,14.330393099999998,+420 220 517 542,424.0,Libocký Dvůr,4.2,"https://www.google.com/maps/place/Libock%C3%BD+Dv%C5%AFr/@50.0891008,14.3282044,17z/data=!3m1!4b1!4m5!3m4!1s0x470bbfd1b943bcc5:0x1b51444cdae15f06!8m2!3d50.0891008!4d14.3303931?hl=en",libockydvur.eatbu.com,Restaurant
"Delta, BB Centrum, Vyskočilova 1561/4a, 140 00 Praha 4, Czechia",50.0480714,14.457109299999999,+420 702 180 348,302.0,Restaurace Vyskočilka,3.6,"https://www.google.com/maps/place/Restaurace+Vysko%C4%8Dilka/@50.0480714,14.4549206,17z/data=!3m1!4b1!4m5!3m4!1s0x470b93925245c0cd:0x9d2fb62adb55a487!8m2!3d50.0480714!4d14.4571093?hl=en",vyskocilka-restaurace.cz,Restaurant
"Malá Štupartská 636/5, 110 00 Staré Město, Czechia",50.0883033,14.4243326,+420 725 946 250,354.0,Zdenek's Oyster Bar,4.4,"https://www.google.com/maps/place/Zdenek's+Oyster+Bar/@50.0883033,14.4221439,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94ea2d4e07c7:0xb0422e67ab7910c1!8m2!3d50.0883033!4d14.4243326?hl=en",oysterbar.cz,Restaurant
"Na Struze 1740/7, 110 00 Nové Město, Czechia",50.079660600000004,14.4150413,+420 224 930 493,259.0,RESTAURACE U ZPĚVÁČKŮ - ŠŤASTNÁ JANA,4.2,"https://www.google.com/maps/place/RESTAURACE+U+ZP%C4%9AV%C3%81%C4%8CK%C5%AE+-+%C5%A0%C5%A4ASTN%C3%81+JANA/@50.0796606,14.4128526,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94f052dad633:0x3f94bac85de052bf!8m2!3d50.0796606!4d14.4150413?hl=en",uzpevacku.cz,Restaurant
"Jindřišská 876/21, 110 00 Nové Město, Czechia",50.0844887,14.428932699999999,+420 608 438 842,515.0,MAURIZIO restaurant & café,4.2,"https://www.google.com/maps/place/MAURIZIO+restaurant+%26+caf%C3%A9/@50.0844887,14.426744,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94934d72c76b:0x54a52dfe258fd6b6!8m2!3d50.0844887!4d14.4289327?hl=en",maurizio.cz,Restaurant
"Platnéřská 88/9, 110 00 Josefov, Czechia",50.087326000000004,14.4156617,+420 266 311 497,1285.0,Potrafena husa restaurant,4.3,"https://www.google.com/maps/place/Potrafena+husa+restaurant/@50.087326,14.413473,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94e8a9dadc2b:0x4f94b870a3808d44!8m2!3d50.087326!4d14.4156617?hl=en",staropramen.cz,Restaurant
"Na Pankráci 1727 86, 140 00 Praha 4-Nusle, Czechia",50.0511586,14.439103099999999,+420 235 013 474,332.0,KFC Praha Arkády Pankrác,3.7,"https://www.google.com/maps/place/KFC+Praha+Ark%C3%A1dy+Pankr%C3%A1c/@50.0511586,14.4369144,17z/data=!3m1!4b1!4m5!3m4!1s0x470b9475d85623b3:0xae71e11c81071921!8m2!3d50.0511586!4d14.4391031?hl=en",kfc.cz,Restaurant
"Dejvická 316/15, 160 00 Praha 6-Dejvice, Czechia",50.0985173,14.399070000000002,+420 608 795 678,322.0,DuHa asijská restaurace,4.6,"https://www.google.com/maps/place/DuHa+asijsk%C3%A1+restaurace/@50.0985173,14.3968813,17z/data=!3m1!4b1!4m5!3m4!1s0x470b9576a1b6aa55:0x71703d7aeaa73a30!8m2!3d50.0985173!4d14.39907?hl=en",duhasushi.cz,Restaurant
"Břehová 208/8, 110 00 Josefov, Czechia",50.090966200000004,14.4174193,+420 728 186 832,745.0,Chabad's Shelanu Kosher Restaurant,4.2,"https://www.google.com/maps/place/Chabad's+Shelanu+Kosher+Restaurant/@50.0909662,14.4152306,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94e7e216d42d:0x8ce41aa3a80d7c20!8m2!3d50.0909662!4d14.4174193?hl=en",chabadprague.cz,Restaurant
"Vítězná 530, 150 00 Malá Strana, Czechia",50.0811111,14.4058334,+420 251 510 217,1004.0,Restaurant Stará Praha,4.0,"https://www.google.com/maps/place/Restaurant+Star%C3%A1+Praha/@50.0811111,14.4036447,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94fb65daa9b3:0xd67234dcad336658!8m2!3d50.0811111!4d14.4058334?hl=en",starapraha.eu,Restaurant
"K Letišti 934, 161 00 Praha 6-Ruzyně, Czechia",50.0983472,14.291449300000002,+420 220 372 678,145.0,RESTAURACE Air Club,4.4,"https://www.google.com/maps/place/RESTAURACE+Air+Club/@50.0983472,14.2892606,17z/data=!3m1!4b1!4m5!3m4!1s0x470bbfa7c1a17431:0x4f7fb7ea7009609!8m2!3d50.0983472!4d14.2914493?hl=en",fba.cz,Restaurant
"Urešova 1757, 148 00 Praha-Kunratice, Czechia",50.021944399999995,14.4866668,+420 777 632 762,341.0,Zátiší,4.3,"https://www.google.com/maps/place/Z%C3%A1ti%C5%A1%C3%AD/@50.0219444,14.4844781,17z/data=!3m1!4b1!4m5!3m4!1s0x470b922af22e3a97:0x5c2c5821630db9c4!8m2!3d50.0219444!4d14.4866668?hl=en",cafezatisi.cz,Restaurant
"Před Nádražím 1/6, 140 00 Praha 4-Krč, Czechia",50.035272799999994,14.447699599999998,+420 601 577 484,8.0,Zámecká restaurace Chateau St. Havel,4.6,"https://www.google.com/maps/place/Z%C3%A1meck%C3%A1+restaurace+Chateau+St.+Havel/@50.0352728,14.4455109,17z/data=!3m1!4b1!4m5!3m4!1s0x470b93318ae5294f:0x4a86dc2150d9b1b4!8m2!3d50.0352728!4d14.4476996?hl=en",chateauhotel.cz,Restaurant
"U Vršovického nádraží 99/24, 101 00 Praha 10-Vršovice, Czechia",50.067434000000006,14.448959599999998,+420 774 545 378,155.0,Sada Punjab - Indická Restaurace,4.2,"https://www.google.com/maps/place/Sada+Punjab+-+Indick%C3%A1+Restaurace/@50.067434,14.4467709,17z/data=!3m1!4b1!4m5!3m4!1s0x470b95c086ddd025:0x6ab017f8c8dba4d0!8m2!3d50.067434!4d14.4489596?hl=en",sadapunjab.cz,Restaurant
"Thámova 119/19, 186 00 Praha 8-Karlín, Czechia",50.093493200000005,14.451511800000002,,341.0,Vegan Life,4.4,"https://www.google.com/maps/place/Vegan+Life/@50.0934932,14.4493231,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94a488a1d597:0xe81fdd8d728dad89!8m2!3d50.0934932!4d14.4515118?hl=en",vegan-life.cz,Restaurant
"35, Štítného 202, 130 00 Praha 3, Czechia",50.0852009,14.4530325,+420 607 868 427,400.0,Restaurace U Agamy,4.5,"https://www.google.com/maps/place/Restaurace+U+Agamy/@50.0852009,14.4508438,17z/data=!3m1!4b1!4m5!3m4!1s0x470b949f18ebb6d5:0x3159c3ca3bba44ef!8m2!3d50.0852009!4d14.4530325?hl=en",uagamy.cz,Restaurant
"Kudrnova 4A, 150 00 Praha 5-Motol, Czechia",50.071388899999995,14.348055599999999,+420 773 493 223,185.0,Pizzeria Justina,4.0,"https://www.google.com/maps/place/Pizzeria+Justina/@50.0713889,14.3458669,17z/data=!3m1!4b1!4m5!3m4!1s0x470b958524f39437:0x4ea417e559bf4ced!8m2!3d50.0713889!4d14.3480556?hl=en",justinapizza.cz,Restaurant
"Strahovské nádvoří 133, 118 00 Praha 1-Hradčany, Czechia",50.085330799999994,14.390625699999998,+420 220 516 652,578.0,Restaurant Peklo - Klášterní pivní & vinný sklep,4.3,"https://www.google.com/maps/place/Restaurant+Peklo+-+Kl%C3%A1%C5%A1tern%C3%AD+pivn%C3%AD+%26+vinn%C3%BD+sklep/@50.0853308,14.388437,17z/data=!3m1!4b1!4m5!3m4!1s0x470b951adc3b16e1:0x7909d72ca525596!8m2!3d50.0853308!4d14.3906257?hl=en",restaurantpeklo.com,Restaurant
"Na Valentince 3336/4, 150 00 Praha 5-Smíchov, Czechia",50.0676806,14.4093889,+420 222 533 630,83.0,Dave B. Taste Five,4.2,"https://www.google.com/maps/place/Dave+B.+Taste+Five/@50.0676806,14.4072002,17z/data=!3m1!4b1!4m5!3m4!1s0x470b945973f10323:0xfa80148839bd2382!8m2!3d50.0676806!4d14.4093889?hl=en",daveb.cz,Restaurant
"K Verneráku 70/1, 148 00 Praha-Kunratice, Czechia",50.014208,14.485624,+420 244 467 448,1547.0,Lokál U Zavadilů,4.4,"https://www.google.com/maps/place/Lok%C3%A1l+U+Zavadil%C5%AF/@50.014208,14.4834353,17z/data=!3m1!4b1!4m5!3m4!1s0x470b9183e9079527:0x72c81ce53861d9ef!8m2!3d50.014208!4d14.485624?hl=en",lokal-uzavadilu.ambi.cz,Restaurant
"Dlouhá 730, 110 00 Staré Město, Czechia",50.0907387,14.426192499999999,+420 222 311 512,2254.0,La Casa Argentina,4.3,"https://www.google.com/maps/place/La+Casa+Argentina/@50.0907387,14.4240038,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94ea0a17d2d3:0x75d3cea6e861c090!8m2!3d50.0907387!4d14.4261925?hl=en",lacasaargentina.cz,Restaurant
"Gorazdova 331/22, 120 00 Nové Město, Czechia",50.0752848,14.4150559,+420 774 175 350,66.0,Restaurant Stará Doba,4.3,"https://www.google.com/maps/place/Restaurant+Star%C3%A1+Doba/@50.0752848,14.4128672,17z/data=!3m1!4b1!4m5!3m4!1s0x470b950b221c736b:0x3257e020971a11c9!8m2!3d50.0752848!4d14.4150559?hl=en",staradoba.cz,Restaurant
"Malostranské nám. 261, 118 00 Malá Strana, Czechia",50.087663,14.402754000000002,+420 220 515 790,915.0,Restaurace U Mecenáše,4.5,"https://www.google.com/maps/place/Restaurace+U+Mecen%C3%A1%C5%A1e/@50.087663,14.4005653,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94e215cfdbe3:0x20ca59fee43330af!8m2!3d50.087663!4d14.402754?hl=en",restauraceumecenase.com,Restaurant
"Sokolovská 55, 186 00 Karlín, Czechia",50.0931439,14.4466954,+420 222 310 361,3638.0,Lokál Hamburk,4.4,"https://www.google.com/maps/place/Lok%C3%A1l+Hamburk/@50.0931439,14.4445067,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94bca40c20df:0xcb2e98659b2ad91d!8m2!3d50.0931439!4d14.4466954?hl=en",lokal-hamburk.ambi.cz,Restaurant
"Haštalská 18, 110 00 Staré Město, Czechia",50.090995,14.425084,+420 222 311 234,546.0,La Degustation,4.5,"https://www.google.com/maps/place/La+Degustation/@50.090995,14.4228953,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94c1ffba5d57:0xe357d0d58f1979d7!8m2!3d50.090995!4d14.425084?hl=en",ladegustation.cz,Restaurant
"Na Bělidle 527, 150 00 Praha 5-Smíchov, Czechia",50.0716444,14.4049788,+420 257 326 908,986.0,Odpočívadlo,4.2,"https://www.google.com/maps/place/Odpo%C4%8D%C3%ADvadlo/@50.0716444,14.4027901,17z/data=!3m1!4b1!4m5!3m4!1s0x470b9457c502a331:0x5b16d2f9662bf112!8m2!3d50.0716444!4d14.4049788?hl=en",odpocivadlo.com,Restaurant
"Budova DRN, Národní 135/14, 110 00 Praha, Czechia",50.0816542,14.417370300000002,+420 725 688 686,973.0,L'Osteria,4.5,"https://www.google.com/maps/place/L'Osteria/@50.0816542,14.4151816,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94edd01073d3:0x79c7186f0621497d!8m2!3d50.0816542!4d14.4173703?hl=en",losteria.net,Restaurant
"Malostranské nám. 35, 118 00 Malá Strana, Czechia",50.088339899999994,14.4049,+420 257 409 112,3348.0,Restaurace Malostranská beseda,4.4,"https://www.google.com/maps/place/Restaurace+Malostransk%C3%A1+beseda/@50.0883399,14.4027113,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94e180b36b91:0x737fff1d3887bc9e!8m2!3d50.0883399!4d14.4049?hl=en",malostranska-beseda.cz,Restaurant
"Politických vězňů 1531/9, 110 00 Nové Město, Czechia",50.0829811,14.4294939,+420 608 778 220,428.0,Aldimashqi,4.3,"https://www.google.com/maps/place/Aldimashqi/@50.0829811,14.4273052,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94932379667b:0x8f649ebe56df8dc8!8m2!3d50.0829811!4d14.4294939?hl=en",aldimashqii.business.site,Restaurant
"Mostecká 16, 110 00 Malá Strana, Czechia",50.087507,14.406057,+420 725 181 828,1712.0,Pork's,4.6,"https://www.google.com/maps/place/Pork's/@50.087507,14.4038683,17z/data=!3m1!4b1!4m5!3m4!1s0x470b9501968f5ea1:0x9424ab05c1997ef4!8m2!3d50.087507!4d14.406057?hl=en",porks.cz,Restaurant
"Slovenská 1072/19, 120 00 Vinohrady, Czechia",50.07273789999999,14.445586800000001,+420 601 378 976,546.0,Smokeberry Prague Restaurant & Lounge | Shisha | Japanese cuisine,4.5,"https://www.google.com/maps/place/Smokeberry+Prague+Restaurant+%26+Lounge+%7C+Shisha+%7C+Japanese+cuisine/@50.0727379,14.4433981,17z/data=!3m1!4b1!4m5!3m4!1s0x470b9483fd18068d:0x8303d4a76e296bf9!8m2!3d50.0727379!4d14.4455868?hl=en",smokeberry.com,Party
"Žitná 1765/4, 120 00 Nové Město, Czechia",50.077200700000006,14.4219725,+420 608 795 678,74.0,DuHa Sushi Žitná,4.4,"https://www.google.com/maps/place/DuHa+Sushi+%C5%BDitn%C3%A1/@50.0772007,14.4197838,17z/data=!3m1!4b1!4m5!3m4!1s0x470b952ad2bbb04d:0x3bb97f7ebdd8b30a!8m2!3d50.0772007!4d14.4219725?hl=en",zitna.duhasushi.cz,Restaurant
"Na Bělidle 310, 150 00 Praha 5-Smíchov, Czechia",50.0718736,14.406255300000002,+420 257 316 731,714.0,U Bílého lva,4.4,"https://www.google.com/maps/place/U+B%C3%ADl%C3%A9ho+lva/@50.0718736,14.4040666,17z/data=!3m1!4b1!4m5!3m4!1s0x470b9457e5b841b5:0x70cc3d9f68f69ed3!8m2!3d50.0718736!4d14.4062553?hl=en",ubileholva.com,Restaurant
"Mikovcova 475/7, 120 00 Vinohrady, Czechia",50.076605900000004,14.431386199999999,+420 777 771 094,150.0,Hurry Curry Indian Restaurant,4.3,"https://www.google.com/maps/place/Hurry+Curry+Indian+Restaurant/@50.0766059,14.4291975,17z/data=!3m1!4b1!4m5!3m4!1s0x470b948c2e712c79:0x140a8ec73bc8e93d!8m2!3d50.0766059!4d14.4313862?hl=en",hurrycurry.cz,Restaurant
"Haštalská 4, 110 00 Staré Město, Czechia",50.0904581,14.4234294,+420 257 310 713,569.0,Food Lab,4.4,"https://www.google.com/maps/place/Food+Lab/@50.0904581,14.4212407,17z/data=!3m1!4b1!4m5!3m4!1s0x470b95758d76391f:0xe8bd18a238720843!8m2!3d50.0904581!4d14.4234294?hl=en",food-lab.cz,Restaurant
"Pod Nuselskými schody 1, 120 00 Praha 2-Vinohrady, Czechia",50.068490000000004,14.435870000000001,+420 222 562 218,510.0,Restaurant U Kašpara,4.2,"https://www.google.com/maps/place/Restaurant+U+Ka%C5%A1para/@50.06849,14.4336813,17z/data=!3m1!4b1!4m5!3m4!1s0x470b947d59d1f03f:0x688be488295e83fe!8m2!3d50.06849!4d14.43587?hl=en",restaurantkaspar.cz,Restaurant
"Cihelná 2b, 118 00 Malá Strana, Czechia",50.0877194,14.4097669,+420 296 826 103,937.0,Hergetova Cihelna,4.4,"https://www.google.com/maps/place/Hergetova+Cihelna/@50.0877194,14.4075782,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94e6a2de3241:0x4d962432e4c3b1aa!8m2!3d50.0877194!4d14.4097669?hl=en",cihelna.com,Restaurant
"Roztylská 2321/19, 148 00 Praha 4-Chodov, Czechia",50.029973,14.4911702,+420 246 086 626,804.0,Vapiano,4.3,"https://www.google.com/maps/place/Vapiano/@50.029973,14.4889815,17z/data=!3m1!4b1!4m5!3m4!1s0x470b9232c2d3f473:0x3b5caa667a5e23c3!8m2!3d50.029973!4d14.4911702?hl=en",cz.vapiano.com,Restaurant
"Trojická 1907/8, 128 00 Nové Město, Czechia",50.07058320000001,14.415597400000001,+420 735 775 000,30.0,Vinotéka ARFANTA,4.9,"https://www.google.com/maps/place/Vinot%C3%A9ka+ARFANTA/@50.0705832,14.4134087,17z/data=!3m1!4b1!4m5!3m4!1s0x470b95a218cd7ee3:0xc2e548168a537e5!8m2!3d50.0705832!4d14.4155974?hl=en",arfanta.cz,Party
"Kodaňská 81/4, 101 00 Praha 10-Vršovice, Czechia",50.0710889,14.451268599999999,+420 774 673 732,55.0,RÁNO KÁVU VEČER VÍNO,4.7,"https://www.google.com/maps/place/R%C3%81NO+K%C3%81VU+VE%C4%8CER+V%C3%8DNO/@50.0710889,14.4490799,17z/data=!3m1!4b1!4m5!3m4!1s0x470b937e1d0d958d:0x7f3700f76c541a75!8m2!3d50.0710889!4d14.4512686?hl=en",ranokavuvecervino.cz,Party
"Prokopská 297, 118 00 Malá Strana, Czechia",50.0868412,14.404162900000001,+420 774 742 999,384.0,U Maltézských rytířů,4.4,"https://www.google.com/maps/place/U+Malt%C3%A9zsk%C3%BDch+ryt%C3%AD%C5%99%C5%AF/@50.0868412,14.4019742,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94e24b048eff:0xdd217d34e28e3d42!8m2!3d50.0868412!4d14.4041629?hl=en",umaltezkychrytiru.eatbu.com,Restaurant
"Plaská 617/4, 150 00 Malá Strana, Czechia",50.08074310000001,14.4063992,+420 251 512 063,428.0,ART&FOOD Had,4.5,"https://www.google.com/maps/place/ART%26FOOD+Had/@50.0807431,14.4042105,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94fb72fb754f:0xe4aae758f0d77b38!8m2!3d50.0807431!4d14.4063992?hl=en",art-food.cz,Restaurant
"U Radnice 8/13, 110 00 Staré Město, Czechia",50.0874436,14.419421,+420 224 234 474,3284.0,Brasileiro U Zelené žáby,4.7,"https://www.google.com/maps/place/Brasileiro+U+Zelen%C3%A9+%C5%BE%C3%A1by/@50.0874436,14.4172323,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94e92099f62b:0x41365711b5097d09!8m2!3d50.0874436!4d14.419421?hl=en",brasileiro-uradnice.ambi.cz,Restaurant
"Míšeňská 70, 118 00 Malá Strana, Czechia",50.087816700000005,14.408216699999999,+420 257 217 940,719.0,Tři století,4.5,"https://www.google.com/maps/place/T%C5%99i+stolet%C3%AD/@50.0878167,14.406028,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94e15580f207:0x14887734e6171547!8m2!3d50.0878167!4d14.4082167?hl=en",tristoleti.cz,Restaurant
"Siemensova 2717/4, 155 00 Praha 13, Czechia",50.0468773,14.305806900000002,+420 776 474 999,398.0,Zen Bistro Stodůlky,3.8,"https://www.google.com/maps/place/Zen+Bistro+Stod%C5%AFlky/@50.0468773,14.3036182,17z/data=!3m1!4b1!4m5!3m4!1s0x470bbe08986b043f:0x1f347cbb415ee6dd!8m2!3d50.0468773!4d14.3058069?hl=en",zen-restaurace.cz,Restaurant
"Jindřišská věž, Jindřišská, 110 00 Nové Město, Czechia",50.085151700000004,14.4300051,+420 224 220 009,573.0,Restaurant Zvonice,4.5,"https://www.google.com/maps/place/Restaurant+Zvonice/@50.0851517,14.4278164,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94ed20a6b599:0xac59f12bf79a6bfc!8m2!3d50.0851517!4d14.4300051?hl=en",restaurantzvonice.cz,Restaurant
"Pod Lysinami 474, 147 00 Praha 4, Czechia",50.0201496,14.4099462,+420 241 093 500,15.0,Restaurant San Marco,3.8,"https://www.google.com/maps/place/Restaurant+San+Marco/@50.0201496,14.4077575,17z/data=!3m1!4b1!4m5!3m4!1s0x470b96aff7ec60b1:0xec095bdf4e34af4a!8m2!3d50.0201496!4d14.4099462?hl=en",hotelmichael.cz,Restaurant
"Malostranské nám. 266, 118 00 Malá Strana, Czechia",50.0876445,14.4035375,+420 257 532 027,6173.0,U Glaubiců,4.5,"https://www.google.com/maps/place/U+Glaubic%C5%AF/@50.0876445,14.4013488,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94e23b44715d:0x33af182409bb195f!8m2!3d50.0876445!4d14.4035375?hl=en",restaurantuglaubicu.cz,Restaurant
"Jeremenkova 920/7, 147 00 Praha 4-Podolí, Czechia",50.046654,14.416044699999999,+420 728 532 020,487.0,BISTRO DVORCE,4.1,"https://www.google.com/maps/place/BISTRO+DVORCE/@50.046654,14.413856,17z/data=!3m1!4b1!4m5!3m4!1s0x470b9414771e89fb:0x2aae36373e7f889f!8m2!3d50.046654!4d14.4160447?hl=en",bistrodvorce.cz,Restaurant
"Gregorova 2115/10, 148 00 Praha 11-Chodov, Czechia",50.0341374,14.475969400000002,+420 296 799 553,174.0,Restaurace Terassa,3.9,"https://www.google.com/maps/place/Restaurace+Terassa/@50.0341374,14.4737807,17z/data=!3m1!4b1!4m5!3m4!1s0x470b93cf87aed069:0xe2cc3c436be765ca!8m2!3d50.0341374!4d14.4759694?hl=en",hotel-globus.cz,Restaurant
"10 736 Jungmannova Nové Město Nové Město, 110 00 Praha 1, Czechia",50.0803333,14.4225258,+420 770 624 209,409.0,CHOPSTIX,4.5,"https://www.google.com/maps/place/CHOPSTIX/@50.0803333,14.4203371,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94f27cb6ce05:0xbf418c279d000d93!8m2!3d50.0803333!4d14.4225258?hl=en",chopstix.cz,Restaurant
"Šostakovičovo nám. 5, 155 00 Praha 13, Czechia",50.0475,14.310555599999999,+420 225 570 160,1191.0,Restaurant Maják,3.8,"https://www.google.com/maps/place/Restaurant+Maj%C3%A1k/@50.0475,14.3083669,17z/data=!3m1!4b1!4m5!3m4!1s0x470bbe066fd8a9e7:0xb2fdc4ca9d7bb5c7!8m2!3d50.0475!4d14.3105556?hl=en",restaurantmajak.cz,Restaurant
"Belgická 335/26, 120 00 Praha 2-Vinohrady, Czechia",50.0730136,14.4361788,+420 233 340 701,305.0,Dish Belgická,4.7,"https://www.google.com/maps/place/Dish+Belgick%C3%A1/@50.0730136,14.4339901,17z/data=!3m1!4b1!4m5!3m4!1s0x470b95ec9ae854d9:0x5f532b081a8422a2!8m2!3d50.0730136!4d14.4361788?hl=en",dishbelgicka.cz,Restaurant
"Újezd 402, 118 00 Malá Strana, Czechia",50.083664399999996,14.4041979,+420 257 212 388,1730.0,Luka Lu,4.5,"https://www.google.com/maps/place/Luka+Lu/@50.0836644,14.4020092,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94e337a85c91:0x731f56a9124f3041!8m2!3d50.0836644!4d14.4041979?hl=en",lukalu.cz,Restaurant
"Karlova 30, 110 00 Staré Město, Czechia",50.086007,14.417613699999999,+420 737 170 030,692.0,Bar Restaurant Karlova 30,4.4,"https://www.google.com/maps/place/Bar+Restaurant+Karlova+30/@50.086007,14.415425,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94ef300567e1:0xe909d51553921050!8m2!3d50.086007!4d14.4176137?hl=en",restaurant-karlova.cz,Restaurant
"Slezská 778/20, 120 00 Vinohrady, Czechia",50.076327299999996,14.4414391,+420 724 868 559,75.0,Víno u Ály,4.8,"https://www.google.com/maps/place/V%C3%ADno+u+%C3%81ly/@50.0763273,14.4392504,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94851e8eae2f:0x371c1cc524ba8444!8m2!3d50.0763273!4d14.4414391?hl=en",vinoualy.cz,Party
"Krymská 103/27, 101 00 Praha 10-Vršovice, Czechia",50.07157410000001,14.4491738,+420 608 663 434,42.0,Le Caveau Pekárna,4.6,"https://www.google.com/maps/place/Le+Caveau+Pek%C3%A1rna/@50.0715741,14.4469851,17z/data=!3m1!4b1!4m5!3m4!1s0x470b95e69101ebdf:0xf7bec74b9f916ab4!8m2!3d50.0715741!4d14.4491738?hl=en",broz-d.cz,Bakery
"Kozácká 6, 101 00 Praha 10-Vršovice, Czechia",50.0709472,14.4455324,+420 601 549 599,82.0,Levain bistro,4.7,"https://www.google.com/maps/place/Levain+bistro/@50.0709472,14.4433437,17z/data=!3m1!4b1!4m5!3m4!1s0x470b95cb328069e5:0x4f5fe9461f658758!8m2!3d50.0709472!4d14.4455324?hl=en",levain.cz,Restaurant
"Veleslavínova 2a, 110 00 Josefov, Czechia",50.0877609,14.414299900000001,+420 221 426 880,441.0,CottoCrudo,4.5,"https://www.google.com/maps/place/CottoCrudo/@50.0877609,14.4121112,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94e6126a5bd1:0x646da1d66721a2b!8m2!3d50.0877609!4d14.4142999?hl=en",fourseasons.com,Restaurant
"Pujmanové 1218, 140 00 Praha 4-Krč, Czechia",50.048334000000004,14.434961300000001,+420 241 730 688,486.0,Peking Restaurant,3.8,"https://www.google.com/maps/place/Peking+Restaurant/@50.048334,14.4327726,17z/data=!3m1!4b1!4m5!3m4!1s0x470b9474d141b143:0x9798c51a1a3d7a3b!8m2!3d50.048334!4d14.4349613?hl=en",pekingrestaurant.cz,Restaurant
"Milevská 1695/7, 140 00 Praha 4-Nusle, Czechia",50.0491991,14.438197400000002,,6.0,Mezzo restaurant,3.7,"https://www.google.com/maps/place/Mezzo+restaurant/@50.0491991,14.4360087,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94756deaeb5b:0x59f630f426c605cb!8m2!3d50.0491991!4d14.4381974?hl=en",panoramahotelprague.com,Restaurant
"Iron Gate Hotel & Suites, Michalská 436/19, 110 00 Staré Město, Czechia",50.085663399999994,14.419851500000002,+420 225 777 330,468.0,Deer Restaurant,4.4,"https://www.google.com/maps/place/Deer+Restaurant/@50.0856634,14.4176628,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94eec61b75a5:0x652ab407c44c5d6e!8m2!3d50.0856634!4d14.4198515?hl=en",deerprague.com,Restaurant
"Vítězná 124/5, Vítězná 5, 150 00 Praha, Czechia",50.08096679999999,14.407253599999999,+420 731 136 144,4340.0,Café Savoy,4.3,"https://www.google.com/maps/place/Caf%C3%A9+Savoy/@50.0809668,14.4050649,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94fb13dec22f:0xa79ca53a2235f18f!8m2!3d50.0809668!4d14.4072536?hl=en",cafesavoy.ambi.cz,Restaurant
"Platnéřská 90/13, 110 00 Staré Město, Czechia",50.087351299999995,14.416255300000001,+420 222 325 325,908.0,La Finestra in Cucina,4.6,"https://www.google.com/maps/place/La+Finestra+in+Cucina/@50.0873513,14.4140666,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94e8afa8191b:0x3b9f3b0f88953975!8m2!3d50.0873513!4d14.4162553?hl=en",lafinestra.lacollezione.cz,Restaurant
"Liliová 1, Liliová 216, Staré Město, 110 00 Praha 1, Czechia",50.084441399999996,14.416403200000001,+420 222 221 155,958.0,V Zátiší,4.7,"https://www.google.com/maps/place/V+Z%C3%A1ti%C5%A1%C3%AD/@50.0844414,14.4142145,17z/data=!3m1!4b1!4m5!3m4!1s0x470b94ef0956c32b:0x2f0234827ac1c3b8!8m2!3d50.0844414!4d14.4164032?hl=en",vzatisi.cz,Restaurant
